,ppg,fgp,fgp3,orpg,drpg,ftp,apg,bpg,spg,fpg,topg
1172,73.8125,0.4373992477162816,0.3411214953271028,8.90625,27.0,0.7529812606473595,15.625,3.3125,5.09375,18.21875,12.1875
1260,71.7,0.4793846153846154,0.3886178861788618,6.366666666666666,23.766666666666666,0.708,14.433333333333334,2.3666666666666667,6.6,17.266666666666666,11.6
1274,69.375,0.45308924485125857,0.35901926444833626,11.0625,24.96875,0.7183333333333334,11.90625,3.875,6.375,15.5625,12.71875
1276,74.8,0.48293963254593175,0.3813953488372093,7.514285714285714,21.885714285714286,0.774526678141136,13.8,2.7714285714285714,5.942857142857143,15.114285714285714,9.428571428571429
1285,74.71875,0.4486428951569984,0.3568215892053973,9.6875,24.1875,0.7520128824476651,13.0,2.84375,5.65625,21.90625,10.78125
1326,72.78125,0.4630459126539754,0.3564189189189189,10.125,27.125,0.6823529411764706,13.5625,3.78125,5.1875,17.5625,13.21875
1355,77.09375,0.45469893078221724,0.36107711138310894,9.0625,25.6875,0.7700831024930748,13.03125,2.25,5.09375,17.0625,12.84375
1348,73.36363636363636,0.4523934771173067,0.3399014778325123,11.878787878787879,25.545454545454547,0.6569148936170213,13.424242424242424,6.090909090909091,6.363636363636363,20.87878787878788,11.212121212121213
1328,72.96774193548387,0.4227467811158798,0.3434704830053667,11.64516129032258,26.193548387096776,0.7211678832116788,10.612903225806452,4.741935483870968,6.870967741935484,19.387096774193548,13.806451612903226
1371,73.3125,0.45023948908994144,0.33793103448275863,13.0625,26.5,0.6432584269662921,12.3125,2.46875,6.9375,18.59375,13.5625
1301,77.59375,0.4678609062170706,0.35590551181102364,10.28125,26.0,0.7001455604075691,14.3125,4.375,5.0625,18.28125,13.375
1397,73.80645161290323,0.4182115594329335,0.3238434163701068,12.096774193548388,25.64516129032258,0.7268106734434562,13.709677419354838,4.516129032258065,5.225806451612903,21.0,12.483870967741936
1460,75.7,0.4435342305441779,0.37163120567375885,10.133333333333333,24.833333333333332,0.7596302003081664,14.633333333333333,2.3333333333333335,5.4,18.766666666666666,14.7
1403,73.3125,0.46936481169196176,0.36869565217391304,9.34375,23.625,0.7330173775671406,13.96875,3.125,5.28125,17.53125,11.0625
1372,68.3103448275862,0.4414239482200647,0.3148854961832061,11.517241379310345,22.93103448275862,0.70625,12.137931034482758,2.896551724137931,6.793103448275862,21.517241379310345,17.06896551724138
1437,77.67647058823529,0.49700598802395207,0.37037037037037035,8.558823529411764,24.794117647058822,0.7935285053929122,14.294117647058824,3.088235294117647,7.235294117647059,14.205882352941176,11.205882352941176
1120,80.40625,0.4372778059928898,0.36628643852978454,11.53125,25.0625,0.6722488038277512,13.15625,5.0625,7.375,21.0,13.5625
1158,69.18181818181819,0.43455797933409873,0.33387888707037644,8.393939393939394,25.515151515151516,0.7424441524310118,10.212121212121213,3.393939393939394,5.606060606060606,17.21212121212121,10.454545454545455
1139,76.29032258064517,0.47758620689655173,0.36349693251533743,8.774193548387096,23.258064516129032,0.7396825396825397,13.193548387096774,2.806451612903226,6.225806451612903,18.93548387096774,10.161290322580646
1116,79.79411764705883,0.4608993157380254,0.3639344262295082,11.323529411764707,24.941176470588236,0.7619647355163728,14.088235294117647,4.735294117647059,7.529411764705882,20.58823529411765,11.735294117647058
1153,74.47058823529412,0.45436507936507936,0.34332425068119893,12.411764705882353,24.794117647058822,0.6829268292682927,15.823529411764707,5.088235294117647,7.470588235294118,15.970588235294118,10.0
1209,72.8,0.4677230046948357,0.35313001605136435,10.0,25.233333333333334,0.6434782608695652,11.866666666666667,4.033333333333333,6.766666666666667,20.433333333333334,13.966666666666667
1155,74.96875,0.4513888888888889,0.3574730354391371,11.0625,23.03125,0.7282442748091603,12.4375,3.84375,7.09375,15.28125,10.75
1308,77.43333333333334,0.4625810253388332,0.33433734939759036,12.466666666666667,26.433333333333334,0.7089452603471295,14.666666666666666,3.5,4.866666666666666,18.6,13.733333333333333
1199,82.45454545454545,0.48326771653543305,0.3563579277864992,11.787878787878787,25.939393939393938,0.6919060052219321,14.696969696969697,5.090909090909091,7.363636363636363,19.424242424242426,11.818181818181818
1281,69.15625,0.393026941362916,0.3044654939106901,11.15625,25.34375,0.6830601092896175,12.0625,2.125,6.25,20.28125,12.0
1243,71.72727272727273,0.45847362514029183,0.3605546995377504,9.515151515151516,23.242424242424242,0.6892265193370166,14.969696969696969,3.787878787878788,7.818181818181818,17.727272727272727,13.06060606060606
1166,81.54545454545455,0.5080321285140562,0.40083798882681565,7.9393939393939394,26.333333333333332,0.6834532374100719,17.242424242424242,2.9393939393939394,6.151515151515151,16.636363636363637,12.484848484848484
1267,85.76470588235294,0.45643153526970953,0.37365010799136067,9.294117647058824,27.58823529411765,0.7329192546583851,16.41176470588235,3.9705882352941178,5.911764705882353,18.41176470588235,12.411764705882353
1455,81.9090909090909,0.47146529562982004,0.4073550212164074,11.909090909090908,28.848484848484848,0.7335858585858586,16.424242424242426,3.787878787878788,6.757575757575758,18.848484848484848,11.121212121212121
1277,71.72727272727273,0.4678040726472207,0.37590711175616837,9.484848484848484,27.21212121212121,0.6644951140065146,16.96969696969697,4.787878787878788,4.454545454545454,20.303030303030305,14.181818181818182
1137,76.1470588235294,0.4813452443510247,0.3773841961852861,8.617647058823529,25.823529411764707,0.6789250353606789,14.617647058823529,3.823529411764706,7.176470588235294,18.529411764705884,13.264705882352942
1305,79.97058823529412,0.4496777392166584,0.3847102342786683,11.058823529411764,27.852941176470587,0.7034400948991696,16.058823529411764,4.352941176470588,5.294117647058823,16.676470588235293,11.147058823529411
1400,67.12121212121212,0.43854899837574446,0.29193548387096774,9.787878787878787,24.515151515151516,0.6499215070643642,11.424242424242424,4.515151515151516,5.757575757575758,17.848484848484848,13.424242424242424
1314,84.33333333333333,0.46804597701149425,0.3665644171779141,15.757575757575758,27.484848484848484,0.7065368567454798,18.21212121212121,3.212121212121212,6.787878787878788,17.90909090909091,11.878787878787879
1252,82.76666666666667,0.46617812852311163,0.36087484811664644,9.866666666666667,25.266666666666666,0.7277701778385773,17.433333333333334,3.1,6.633333333333334,21.633333333333333,15.233333333333333
1345,80.125,0.4796137339055794,0.40620592383638926,9.84375,28.09375,0.7636932707355243,18.125,2.5,5.21875,15.75,13.09375
1168,72.37931034482759,0.4400726392251816,0.3118279569892473,10.655172413793103,25.17241379310345,0.6998514115898959,11.413793103448276,3.4827586206896552,7.0344827586206895,21.379310344827587,15.206896551724139
1395,73.63636363636364,0.46278825995807127,0.3549848942598187,11.242424242424242,24.151515151515152,0.6886035313001605,16.606060606060606,4.666666666666667,6.242424242424242,17.484848484848484,13.0
1401,70.19354838709677,0.4583808437856328,0.32926829268292684,12.935483870967742,25.677419354838708,0.648972602739726,15.774193548387096,5.580645161290323,6.0,16.483870967741936,14.161290322580646
1344,70.25,0.4466743119266055,0.368,8.96875,24.5625,0.6906906906906907,14.1875,3.0,6.71875,17.125,12.59375
1420,80.46428571428571,0.461038961038961,0.386748844375963,8.892857142857142,25.75,0.7407407407407407,14.142857142857142,2.357142857142857,6.857142857142857,19.714285714285715,11.535714285714286
1438,66.59375,0.46418171228887595,0.3929824561403509,8.8125,24.125,0.7081447963800905,14.25,4.0625,5.65625,16.25,9.53125
1452,81.97058823529412,0.4579656293543892,0.36146272855133615,14.323529411764707,22.970588235294116,0.6780072904009721,16.735294117647058,4.676470588235294,10.382352941176471,20.558823529411764,12.264705882352942
1293,78.61290322580645,0.4356694560669456,0.36089238845144356,12.064516129032258,24.967741935483872,0.7425149700598802,13.483870967741936,2.032258064516129,5.709677419354839,20.161290322580644,12.129032258064516
1462,74.61764705882354,0.45412130637636083,0.3399715504978663,12.205882352941176,25.38235294117647,0.6876574307304786,14.852941176470589,2.676470588235294,6.147058823529412,18.764705882352942,12.794117647058824
